image_id,modality,organ,annotated_region,source
I11671,CT,Lung,Muscle abnormality,RAD-ChestXR
I11672,MRI,Lung,Brain abnormality,MIDRC
I11673,CT,Lung,Muscle abnormality,RAD-ChestXR
I11674,MRI,Lung,Lung abnormality,MIDRC
I11675,CT,Brain,Brain abnormality,RAD-ChestXR
I11676,MRI,Abdomen,Lung abnormality,MIDRC
I11677,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11678,MRI,Abdomen,Muscle abnormality,MIDRC
I11679,CT,Muscle,Brain abnormality,RAD-ChestXR
I11680,MRI,Brain,Lung abnormality,MIDRC
I11681,CT,Lung,Lung abnormality,RAD-ChestXR
I11682,MRI,Muscle,Abdomen abnormality,MIDRC
I11683,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11684,MRI,Muscle,Abdomen abnormality,MIDRC
I11685,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11686,MRI,Muscle,Muscle abnormality,MIDRC
I11687,CT,Muscle,Brain abnormality,RAD-ChestXR
I11688,MRI,Abdomen,Muscle abnormality,MIDRC
I11689,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11690,MRI,Abdomen,Abdomen abnormality,MIDRC
I11691,CT,Brain,Brain abnormality,RAD-ChestXR
I11692,MRI,Abdomen,Brain abnormality,MIDRC
I11693,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11694,MRI,Lung,Brain abnormality,MIDRC
I11695,CT,Brain,Muscle abnormality,RAD-ChestXR
I11696,MRI,Lung,Lung abnormality,MIDRC
I11697,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11698,MRI,Lung,Abdomen abnormality,MIDRC
I11699,CT,Muscle,Brain abnormality,RAD-ChestXR
I11700,MRI,Muscle,Brain abnormality,MIDRC
I11701,CT,Lung,Muscle abnormality,RAD-ChestXR
I11702,MRI,Muscle,Muscle abnormality,MIDRC
I11703,CT,Lung,Lung abnormality,RAD-ChestXR
I11704,MRI,Brain,Lung abnormality,MIDRC
I11705,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11706,MRI,Muscle,Muscle abnormality,MIDRC
I11707,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11708,MRI,Muscle,Lung abnormality,MIDRC
I11709,CT,Brain,Muscle abnormality,RAD-ChestXR
I11710,MRI,Lung,Abdomen abnormality,MIDRC
I11711,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11712,MRI,Lung,Muscle abnormality,MIDRC
I11713,CT,Brain,Lung abnormality,RAD-ChestXR
I11714,MRI,Muscle,Muscle abnormality,MIDRC
I11715,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11716,MRI,Lung,Abdomen abnormality,MIDRC
I11717,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11718,MRI,Muscle,Muscle abnormality,MIDRC
I11719,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11720,MRI,Muscle,Abdomen abnormality,MIDRC
I11721,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11722,MRI,Lung,Lung abnormality,MIDRC
I11723,CT,Muscle,Brain abnormality,RAD-ChestXR
I11724,MRI,Lung,Lung abnormality,MIDRC
I11725,CT,Lung,Lung abnormality,RAD-ChestXR
I11726,MRI,Brain,Abdomen abnormality,MIDRC
I11727,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11728,MRI,Abdomen,Brain abnormality,MIDRC
I11729,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11730,MRI,Brain,Brain abnormality,MIDRC
I11731,CT,Muscle,Brain abnormality,RAD-ChestXR
I11732,MRI,Muscle,Brain abnormality,MIDRC
I11733,CT,Brain,Lung abnormality,RAD-ChestXR
I11734,MRI,Abdomen,Brain abnormality,MIDRC
I11735,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11736,MRI,Lung,Brain abnormality,MIDRC
I11737,CT,Muscle,Brain abnormality,RAD-ChestXR
I11738,MRI,Muscle,Muscle abnormality,MIDRC
I11739,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11740,MRI,Brain,Muscle abnormality,MIDRC
I11741,CT,Brain,Muscle abnormality,RAD-ChestXR
I11742,MRI,Brain,Muscle abnormality,MIDRC
I11743,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11744,MRI,Lung,Abdomen abnormality,MIDRC
I11745,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11746,MRI,Abdomen,Muscle abnormality,MIDRC
I11747,CT,Muscle,Lung abnormality,RAD-ChestXR
I11748,MRI,Lung,Lung abnormality,MIDRC
I11749,CT,Muscle,Lung abnormality,RAD-ChestXR
I11750,MRI,Muscle,Lung abnormality,MIDRC
I11751,CT,Lung,Brain abnormality,RAD-ChestXR
I11752,MRI,Brain,Lung abnormality,MIDRC
I11753,CT,Brain,Lung abnormality,RAD-ChestXR
I11754,MRI,Brain,Brain abnormality,MIDRC
I11755,CT,Brain,Lung abnormality,RAD-ChestXR
I11756,MRI,Abdomen,Abdomen abnormality,MIDRC
I11757,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11758,MRI,Lung,Muscle abnormality,MIDRC
I11759,CT,Lung,Lung abnormality,RAD-ChestXR
I11760,MRI,Lung,Muscle abnormality,MIDRC
I11761,CT,Muscle,Brain abnormality,RAD-ChestXR
I11762,MRI,Abdomen,Muscle abnormality,MIDRC
I11763,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11764,MRI,Lung,Abdomen abnormality,MIDRC
I11765,CT,Muscle,Lung abnormality,RAD-ChestXR
I11766,MRI,Brain,Lung abnormality,MIDRC
I11767,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11768,MRI,Brain,Muscle abnormality,MIDRC
I11769,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11770,MRI,Abdomen,Muscle abnormality,MIDRC
I11771,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11772,MRI,Lung,Lung abnormality,MIDRC
I11773,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11774,MRI,Abdomen,Brain abnormality,MIDRC
I11775,CT,Muscle,Lung abnormality,RAD-ChestXR
I11776,MRI,Abdomen,Abdomen abnormality,MIDRC
I11777,CT,Brain,Brain abnormality,RAD-ChestXR
I11778,MRI,Brain,Lung abnormality,MIDRC
I11779,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11780,MRI,Muscle,Muscle abnormality,MIDRC
I11781,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11782,MRI,Abdomen,Muscle abnormality,MIDRC
I11783,CT,Lung,Muscle abnormality,RAD-ChestXR
I11784,MRI,Muscle,Brain abnormality,MIDRC
I11785,CT,Muscle,Brain abnormality,RAD-ChestXR
I11786,MRI,Muscle,Abdomen abnormality,MIDRC
I11787,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11788,MRI,Abdomen,Brain abnormality,MIDRC
I11789,CT,Lung,Muscle abnormality,RAD-ChestXR
I11790,MRI,Brain,Abdomen abnormality,MIDRC
I11791,CT,Lung,Lung abnormality,RAD-ChestXR
I11792,MRI,Brain,Brain abnormality,MIDRC
I11793,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11794,MRI,Muscle,Lung abnormality,MIDRC
I11795,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11796,MRI,Abdomen,Muscle abnormality,MIDRC
I11797,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11798,MRI,Lung,Muscle abnormality,MIDRC
I11799,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11800,MRI,Muscle,Lung abnormality,MIDRC
I11801,CT,Brain,Muscle abnormality,RAD-ChestXR
I11802,MRI,Abdomen,Muscle abnormality,MIDRC
I11803,CT,Brain,Muscle abnormality,RAD-ChestXR
I11804,MRI,Abdomen,Abdomen abnormality,MIDRC
I11805,CT,Lung,Lung abnormality,RAD-ChestXR
I11806,MRI,Muscle,Brain abnormality,MIDRC
I11807,CT,Lung,Lung abnormality,RAD-ChestXR
I11808,MRI,Muscle,Muscle abnormality,MIDRC
I11809,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11810,MRI,Abdomen,Brain abnormality,MIDRC
I11811,CT,Brain,Lung abnormality,RAD-ChestXR
I11812,MRI,Muscle,Abdomen abnormality,MIDRC
I11813,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11814,MRI,Abdomen,Lung abnormality,MIDRC
I11815,CT,Brain,Brain abnormality,RAD-ChestXR
I11816,MRI,Brain,Brain abnormality,MIDRC
I11817,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11818,MRI,Brain,Lung abnormality,MIDRC
I11819,CT,Lung,Lung abnormality,RAD-ChestXR
I11820,MRI,Brain,Brain abnormality,MIDRC
I11821,CT,Brain,Lung abnormality,RAD-ChestXR
I11822,MRI,Abdomen,Brain abnormality,MIDRC
I11823,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11824,MRI,Brain,Brain abnormality,MIDRC
I11825,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11826,MRI,Lung,Muscle abnormality,MIDRC
I11827,CT,Muscle,Brain abnormality,RAD-ChestXR
I11828,MRI,Lung,Lung abnormality,MIDRC
I11829,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11830,MRI,Muscle,Muscle abnormality,MIDRC
I11831,CT,Brain,Brain abnormality,RAD-ChestXR
I11832,MRI,Lung,Muscle abnormality,MIDRC
I11833,CT,Brain,Muscle abnormality,RAD-ChestXR
I11834,MRI,Lung,Brain abnormality,MIDRC
I11835,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11836,MRI,Muscle,Muscle abnormality,MIDRC
I11837,CT,Brain,Lung abnormality,RAD-ChestXR
I11838,MRI,Abdomen,Lung abnormality,MIDRC
I11839,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11840,MRI,Abdomen,Brain abnormality,MIDRC
I11841,CT,Brain,Brain abnormality,RAD-ChestXR
I11842,MRI,Abdomen,Abdomen abnormality,MIDRC
I11843,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11844,MRI,Muscle,Abdomen abnormality,MIDRC
I11845,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11846,MRI,Muscle,Brain abnormality,MIDRC
I11847,CT,Brain,Brain abnormality,RAD-ChestXR
I11848,MRI,Muscle,Brain abnormality,MIDRC
I11849,CT,Muscle,Lung abnormality,RAD-ChestXR
I11850,MRI,Brain,Lung abnormality,MIDRC
I11851,CT,Lung,Lung abnormality,RAD-ChestXR
I11852,MRI,Lung,Abdomen abnormality,MIDRC
I11853,CT,Lung,Brain abnormality,RAD-ChestXR
I11854,MRI,Abdomen,Abdomen abnormality,MIDRC
I11855,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11856,MRI,Muscle,Muscle abnormality,MIDRC
I11857,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11858,MRI,Lung,Muscle abnormality,MIDRC
I11859,CT,Muscle,Lung abnormality,RAD-ChestXR
I11860,MRI,Brain,Lung abnormality,MIDRC
I11861,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11862,MRI,Abdomen,Abdomen abnormality,MIDRC
I11863,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11864,MRI,Brain,Muscle abnormality,MIDRC
I11865,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11866,MRI,Brain,Muscle abnormality,MIDRC
I11867,CT,Muscle,Lung abnormality,RAD-ChestXR
I11868,MRI,Abdomen,Brain abnormality,MIDRC
I11869,CT,Lung,Brain abnormality,RAD-ChestXR
I11870,MRI,Brain,Lung abnormality,MIDRC
I11871,CT,Muscle,Lung abnormality,RAD-ChestXR
I11872,MRI,Lung,Lung abnormality,MIDRC
I11873,CT,Muscle,Lung abnormality,RAD-ChestXR
I11874,MRI,Lung,Muscle abnormality,MIDRC
I11875,CT,Lung,Muscle abnormality,RAD-ChestXR
I11876,MRI,Brain,Lung abnormality,MIDRC
I11877,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11878,MRI,Brain,Abdomen abnormality,MIDRC
I11879,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11880,MRI,Lung,Lung abnormality,MIDRC
I11881,CT,Muscle,Brain abnormality,RAD-ChestXR
I11882,MRI,Brain,Muscle abnormality,MIDRC
I11883,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11884,MRI,Brain,Lung abnormality,MIDRC
I11885,CT,Muscle,Brain abnormality,RAD-ChestXR
I11886,MRI,Brain,Abdomen abnormality,MIDRC
I11887,CT,Brain,Muscle abnormality,RAD-ChestXR
I11888,MRI,Lung,Muscle abnormality,MIDRC
I11889,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11890,MRI,Abdomen,Lung abnormality,MIDRC
I11891,CT,Lung,Lung abnormality,RAD-ChestXR
I11892,MRI,Brain,Muscle abnormality,MIDRC
I11893,CT,Muscle,Lung abnormality,RAD-ChestXR
I11894,MRI,Lung,Brain abnormality,MIDRC
I11895,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11896,MRI,Muscle,Brain abnormality,MIDRC
I11897,CT,Lung,Lung abnormality,RAD-ChestXR
I11898,MRI,Brain,Muscle abnormality,MIDRC
I11899,CT,Brain,Muscle abnormality,RAD-ChestXR
I11900,MRI,Lung,Lung abnormality,MIDRC
I11901,CT,Brain,Lung abnormality,RAD-ChestXR
I11902,MRI,Brain,Lung abnormality,MIDRC
I11903,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11904,MRI,Muscle,Abdomen abnormality,MIDRC
I11905,CT,Brain,Brain abnormality,RAD-ChestXR
I11906,MRI,Lung,Muscle abnormality,MIDRC
I11907,CT,Brain,Brain abnormality,RAD-ChestXR
I11908,MRI,Muscle,Lung abnormality,MIDRC
I11909,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11910,MRI,Abdomen,Abdomen abnormality,MIDRC
I11911,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11912,MRI,Abdomen,Abdomen abnormality,MIDRC
I11913,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11914,MRI,Muscle,Brain abnormality,MIDRC
I11915,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11916,MRI,Lung,Abdomen abnormality,MIDRC
I11917,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11918,MRI,Lung,Muscle abnormality,MIDRC
I11919,CT,Brain,Muscle abnormality,RAD-ChestXR
I11920,MRI,Lung,Muscle abnormality,MIDRC
I11921,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11922,MRI,Abdomen,Abdomen abnormality,MIDRC
I11923,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11924,MRI,Brain,Abdomen abnormality,MIDRC
I11925,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11926,MRI,Muscle,Brain abnormality,MIDRC
I11927,CT,Muscle,Lung abnormality,RAD-ChestXR
I11928,MRI,Brain,Brain abnormality,MIDRC
I11929,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11930,MRI,Lung,Abdomen abnormality,MIDRC
I11931,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11932,MRI,Brain,Lung abnormality,MIDRC
I11933,CT,Brain,Brain abnormality,RAD-ChestXR
I11934,MRI,Brain,Brain abnormality,MIDRC
I11935,CT,Brain,Lung abnormality,RAD-ChestXR
I11936,MRI,Lung,Muscle abnormality,MIDRC
I11937,CT,Brain,Lung abnormality,RAD-ChestXR
I11938,MRI,Muscle,Abdomen abnormality,MIDRC
I11939,CT,Lung,Muscle abnormality,RAD-ChestXR
I11940,MRI,Lung,Muscle abnormality,MIDRC
I11941,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11942,MRI,Muscle,Lung abnormality,MIDRC
I11943,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11944,MRI,Lung,Abdomen abnormality,MIDRC
I11945,CT,Lung,Muscle abnormality,RAD-ChestXR
I11946,MRI,Muscle,Muscle abnormality,MIDRC
I11947,CT,Lung,Lung abnormality,RAD-ChestXR
I11948,MRI,Muscle,Brain abnormality,MIDRC
I11949,CT,Brain,Brain abnormality,RAD-ChestXR
I11950,MRI,Lung,Brain abnormality,MIDRC
I11951,CT,Lung,Lung abnormality,RAD-ChestXR
I11952,MRI,Muscle,Muscle abnormality,MIDRC
I11953,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11954,MRI,Lung,Abdomen abnormality,MIDRC
I11955,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11956,MRI,Abdomen,Abdomen abnormality,MIDRC
I11957,CT,Brain,Lung abnormality,RAD-ChestXR
I11958,MRI,Lung,Lung abnormality,MIDRC
I11959,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11960,MRI,Brain,Muscle abnormality,MIDRC
I11961,CT,Lung,Brain abnormality,RAD-ChestXR
I11962,MRI,Muscle,Lung abnormality,MIDRC
I11963,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11964,MRI,Muscle,Brain abnormality,MIDRC
I11965,CT,Lung,Lung abnormality,RAD-ChestXR
I11966,MRI,Lung,Abdomen abnormality,MIDRC
I11967,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11968,MRI,Abdomen,Lung abnormality,MIDRC
I11969,CT,Brain,Brain abnormality,RAD-ChestXR
I11970,MRI,Abdomen,Brain abnormality,MIDRC
I11971,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11972,MRI,Abdomen,Lung abnormality,MIDRC
I11973,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11974,MRI,Muscle,Lung abnormality,MIDRC
I11975,CT,Lung,Brain abnormality,RAD-ChestXR
I11976,MRI,Lung,Abdomen abnormality,MIDRC
I11977,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11978,MRI,Abdomen,Abdomen abnormality,MIDRC
I11979,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11980,MRI,Abdomen,Muscle abnormality,MIDRC
I11981,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11982,MRI,Brain,Brain abnormality,MIDRC
I11983,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11984,MRI,Abdomen,Muscle abnormality,MIDRC
I11985,CT,Lung,Brain abnormality,RAD-ChestXR
I11986,MRI,Brain,Brain abnormality,MIDRC
I11987,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11988,MRI,Abdomen,Muscle abnormality,MIDRC
I11989,CT,Muscle,Lung abnormality,RAD-ChestXR
I11990,MRI,Lung,Lung abnormality,MIDRC
I11991,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11992,MRI,Brain,Abdomen abnormality,MIDRC
I11993,CT,Brain,Lung abnormality,RAD-ChestXR
I11994,MRI,Lung,Lung abnormality,MIDRC
I11995,CT,Lung,Muscle abnormality,RAD-ChestXR
I11996,MRI,Brain,Brain abnormality,MIDRC
I11997,CT,Muscle,Lung abnormality,RAD-ChestXR
I11998,MRI,Brain,Brain abnormality,MIDRC
I11999,CT,Brain,Brain abnormality,RAD-ChestXR
I12000,MRI,Abdomen,Brain abnormality,MIDRC
I12001,CT,Lung,Abdomen abnormality,RAD-ChestXR
I12002,MRI,Muscle,Brain abnormality,MIDRC
I12003,CT,Abdomen,Brain abnormality,RAD-ChestXR
I12004,MRI,Lung,Brain abnormality,MIDRC
I12005,CT,Muscle,Brain abnormality,RAD-ChestXR
I12006,MRI,Muscle,Lung abnormality,MIDRC
I12007,CT,Lung,Lung abnormality,RAD-ChestXR
I12008,MRI,Abdomen,Lung abnormality,MIDRC
I12009,CT,Muscle,Brain abnormality,RAD-ChestXR
I12010,MRI,Muscle,Muscle abnormality,MIDRC
I12011,CT,Brain,Lung abnormality,RAD-ChestXR
I12012,MRI,Abdomen,Lung abnormality,MIDRC
I12013,CT,Lung,Lung abnormality,RAD-ChestXR
I12014,MRI,Lung,Brain abnormality,MIDRC
I12015,CT,Abdomen,Lung abnormality,RAD-ChestXR
I12016,MRI,Abdomen,Muscle abnormality,MIDRC
I12017,CT,Lung,Abdomen abnormality,RAD-ChestXR
I12018,MRI,Muscle,Brain abnormality,MIDRC
I12019,CT,Lung,Brain abnormality,RAD-ChestXR
I12020,MRI,Lung,Muscle abnormality,MIDRC
I12021,CT,Brain,Abdomen abnormality,RAD-ChestXR
I12022,MRI,Lung,Abdomen abnormality,MIDRC
I12023,CT,Lung,Brain abnormality,RAD-ChestXR
I12024,MRI,Abdomen,Abdomen abnormality,MIDRC
I12025,CT,Lung,Brain abnormality,RAD-ChestXR
I12026,MRI,Lung,Brain abnormality,MIDRC
I12027,CT,Abdomen,Brain abnormality,RAD-ChestXR
I12028,MRI,Abdomen,Muscle abnormality,MIDRC
I12029,CT,Brain,Abdomen abnormality,RAD-ChestXR
I12030,MRI,Abdomen,Lung abnormality,MIDRC
I12031,CT,Brain,Muscle abnormality,RAD-ChestXR
I12032,MRI,Muscle,Abdomen abnormality,MIDRC
I12033,CT,Lung,Muscle abnormality,RAD-ChestXR
I12034,MRI,Lung,Brain abnormality,MIDRC
I12035,CT,Muscle,Brain abnormality,RAD-ChestXR
I12036,MRI,Abdomen,Abdomen abnormality,MIDRC
I12037,CT,Lung,Lung abnormality,RAD-ChestXR
I12038,MRI,Brain,Brain abnormality,MIDRC
I12039,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12040,MRI,Lung,Abdomen abnormality,MIDRC
I12041,CT,Brain,Muscle abnormality,RAD-ChestXR
I12042,MRI,Brain,Brain abnormality,MIDRC
I12043,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I12044,MRI,Lung,Muscle abnormality,MIDRC
I12045,CT,Brain,Abdomen abnormality,RAD-ChestXR
I12046,MRI,Lung,Abdomen abnormality,MIDRC
I12047,CT,Muscle,Brain abnormality,RAD-ChestXR
I12048,MRI,Lung,Lung abnormality,MIDRC
I12049,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12050,MRI,Abdomen,Lung abnormality,MIDRC
I12051,CT,Brain,Brain abnormality,RAD-ChestXR
I12052,MRI,Muscle,Abdomen abnormality,MIDRC
I12053,CT,Brain,Brain abnormality,RAD-ChestXR
I12054,MRI,Abdomen,Lung abnormality,MIDRC
I12055,CT,Brain,Muscle abnormality,RAD-ChestXR
I12056,MRI,Abdomen,Brain abnormality,MIDRC
I12057,CT,Abdomen,Lung abnormality,RAD-ChestXR
I12058,MRI,Muscle,Muscle abnormality,MIDRC
I12059,CT,Brain,Muscle abnormality,RAD-ChestXR
I12060,MRI,Muscle,Brain abnormality,MIDRC
I12061,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12062,MRI,Abdomen,Lung abnormality,MIDRC
I12063,CT,Lung,Lung abnormality,RAD-ChestXR
I12064,MRI,Muscle,Abdomen abnormality,MIDRC
I12065,CT,Abdomen,Brain abnormality,RAD-ChestXR
I12066,MRI,Abdomen,Muscle abnormality,MIDRC
I12067,CT,Abdomen,Lung abnormality,RAD-ChestXR
I12068,MRI,Abdomen,Muscle abnormality,MIDRC
I12069,CT,Lung,Brain abnormality,RAD-ChestXR
I12070,MRI,Brain,Abdomen abnormality,MIDRC
I12071,CT,Lung,Muscle abnormality,RAD-ChestXR
I12072,MRI,Brain,Muscle abnormality,MIDRC
I12073,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12074,MRI,Muscle,Muscle abnormality,MIDRC
I12075,CT,Brain,Abdomen abnormality,RAD-ChestXR
I12076,MRI,Muscle,Abdomen abnormality,MIDRC
I12077,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12078,MRI,Muscle,Abdomen abnormality,MIDRC
I12079,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12080,MRI,Lung,Muscle abnormality,MIDRC
I12081,CT,Lung,Abdomen abnormality,RAD-ChestXR
I12082,MRI,Muscle,Brain abnormality,MIDRC
I12083,CT,Muscle,Muscle abnormality,RAD-ChestXR
I12084,MRI,Muscle,Lung abnormality,MIDRC
I12085,CT,Brain,Muscle abnormality,RAD-ChestXR
I12086,MRI,Lung,Brain abnormality,MIDRC
I12087,CT,Lung,Brain abnormality,RAD-ChestXR
I12088,MRI,Brain,Brain abnormality,MIDRC
I12089,CT,Muscle,Brain abnormality,RAD-ChestXR
I12090,MRI,Brain,Brain abnormality,MIDRC
I12091,CT,Muscle,Lung abnormality,RAD-ChestXR
I12092,MRI,Muscle,Abdomen abnormality,MIDRC
I12093,CT,Brain,Muscle abnormality,RAD-ChestXR
I12094,MRI,Abdomen,Lung abnormality,MIDRC
I12095,CT,Lung,Abdomen abnormality,RAD-ChestXR
I12096,MRI,Muscle,Muscle abnormality,MIDRC
I12097,CT,Brain,Abdomen abnormality,RAD-ChestXR
I12098,MRI,Brain,Brain abnormality,MIDRC
I12099,CT,Brain,Brain abnormality,RAD-ChestXR
I12100,MRI,Abdomen,Abdomen abnormality,MIDRC
I12101,CT,Abdomen,Lung abnormality,RAD-ChestXR
I12102,MRI,Muscle,Lung abnormality,MIDRC
I12103,CT,Muscle,Lung abnormality,RAD-ChestXR
I12104,MRI,Brain,Lung abnormality,MIDRC
I12105,CT,Lung,Lung abnormality,RAD-ChestXR
I12106,MRI,Abdomen,Muscle abnormality,MIDRC
I12107,CT,Lung,Lung abnormality,RAD-ChestXR
I12108,MRI,Abdomen,Lung abnormality,MIDRC
I12109,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12110,MRI,Brain,Abdomen abnormality,MIDRC
I12111,CT,Muscle,Lung abnormality,RAD-ChestXR
I12112,MRI,Brain,Lung abnormality,MIDRC
I12113,CT,Muscle,Lung abnormality,RAD-ChestXR
I12114,MRI,Brain,Lung abnormality,MIDRC
I12115,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I12116,MRI,Lung,Muscle abnormality,MIDRC
I12117,CT,Abdomen,Brain abnormality,RAD-ChestXR
I12118,MRI,Lung,Brain abnormality,MIDRC
I12119,CT,Lung,Muscle abnormality,RAD-ChestXR
I12120,MRI,Lung,Muscle abnormality,MIDRC
I12121,CT,Muscle,Brain abnormality,RAD-ChestXR
I12122,MRI,Lung,Abdomen abnormality,MIDRC
I12123,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I12124,MRI,Abdomen,Abdomen abnormality,MIDRC
I12125,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I12126,MRI,Brain,Abdomen abnormality,MIDRC
I12127,CT,Lung,Abdomen abnormality,RAD-ChestXR
I12128,MRI,Lung,Abdomen abnormality,MIDRC
I12129,CT,Lung,Brain abnormality,RAD-ChestXR
I12130,MRI,Brain,Brain abnormality,MIDRC
I12131,CT,Lung,Brain abnormality,RAD-ChestXR
I12132,MRI,Brain,Brain abnormality,MIDRC
I12133,CT,Abdomen,Brain abnormality,RAD-ChestXR
I12134,MRI,Brain,Muscle abnormality,MIDRC
I12135,CT,Lung,Brain abnormality,RAD-ChestXR
I12136,MRI,Muscle,Brain abnormality,MIDRC
I12137,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I12138,MRI,Abdomen,Lung abnormality,MIDRC
I12139,CT,Muscle,Muscle abnormality,RAD-ChestXR
I12140,MRI,Lung,Abdomen abnormality,MIDRC
I12141,CT,Brain,Lung abnormality,RAD-ChestXR
I12142,MRI,Brain,Lung abnormality,MIDRC
I12143,CT,Lung,Lung abnormality,RAD-ChestXR
I12144,MRI,Abdomen,Muscle abnormality,MIDRC
I12145,CT,Muscle,Brain abnormality,RAD-ChestXR
I12146,MRI,Abdomen,Muscle abnormality,MIDRC
I12147,CT,Lung,Brain abnormality,RAD-ChestXR
I12148,MRI,Abdomen,Lung abnormality,MIDRC
I12149,CT,Lung,Abdomen abnormality,RAD-ChestXR
I12150,MRI,Brain,Abdomen abnormality,MIDRC
I12151,CT,Brain,Lung abnormality,RAD-ChestXR
I12152,MRI,Muscle,Brain abnormality,MIDRC
I12153,CT,Lung,Muscle abnormality,RAD-ChestXR
